gene_id,gene_name,gene_type,LC-PT-45_SC_01,LC-PT-45_SC_02,LC-PT-45_SC_04,LC-PT-45_SC_05,LC-PT-45_SC_06,LC-PT-45_SC_09,LC-PT-45_SC_10,LC-PT-45_SC_13,LC-PT-45_SC_14,LC-PT-45_SC_15,LC-PT-45_SC_23,LC-PT-45_SC_28,LC-PT-45_SC_30,LC-PT-45_SC_34,LC-PT-45_SC_35,LC-PT-45_SC_45,LC-PT-45_SC_49,LC-PT-45_SC_50,LC-PT-45_SC_53,LC-PT-45_SC_54,LC-PT-45_SC_58,LC-PT-45_SC_61,LC-PT-45_SC_65,LC-PT-45_SC_67,LC-PT-45_SC_72,LC-PT-45_SC_76,LC-PT-45_SC_77,LC-PT-45_SC_79,LC-PT-45_SC_87,LC-PT-45_SC_88,LC-PT-45_SC_91,LC-PT-45_SC_93,LC-PT-45_SC_94,LC-PT-45_SC_95,LC-PT-45-Re_SC01,LC-PT-45-Re_SC06,LC-PT-45-Re_SC08,LC-PT-45-Re_SC09,LC-PT-45-Re_SC11,LC-PT-45-Re_SC13,LC-PT-45-Re_SC17,LC-PT-45-Re_SC22,LC-PT-45-Re_SC25,LC-PT-45-Re_SC26,LC-PT-45-Re_SC28,LC-PT-45-Re_SC31,LC-PT-45-Re_SC33,LC-PT-45-Re_SC36,LC-PT-45-Re_SC38,LC-PT-45-Re_SC39,LC-PT-45-Re_SC40,LC-PT-45-Re_SC43,LC-PT-45-Re_SC44,LC-PT-45-Re_SC46,LC-PT-45-Re_SC47,LC-PT-45-Re_SC51,LC-PT-45-Re_SC53,LC-PT-45-Re_SC54,LC-PT-45-Re_SC55,LC-PT-45-Re_SC56,LC-PT-45-Re_SC57,LC-PT-45-Re_SC59,LC-PT-45-Re_SC61,LC-PT-45-Re_SC67,LC-PT-45-Re_SC69,LC-PT-45-Re_SC70,LC-PT-45-Re_SC71,LC-PT-45-Re_SC72,LC-PT-45-Re_SC78,LC-PT-45-Re_SC80,LC-PT-45-Re_SC84,LC-PT-45-Re_SC85,LC-PT-45-Re_SC87,LC-PT-45-Re_SC89,LC-PT-45-Re_SC90,LC-PT-45-Re_SC91,LC-PT-45-Re_SC92,LC-MBT-15_SC02,LC-MBT-15_SC07,LC-MBT-15_SC08,LC-MBT-15_SC09,LC-MBT-15_SC10,LC-MBT-15_SC11,LC-MBT-15_SC14,LC-MBT-15_SC15,LC-MBT-15_SC16,LC-MBT-15_SC20,LC-MBT-15_SC22,LC-MBT-15_SC24,LC-MBT-15_SC25,LC-MBT-15_SC34,LC-MBT-15_SC41,LC-MBT-15_SC42,LC-MBT-15_SC45,LC-MBT-15_SC50,LC-MBT-15_SC51,LC-MBT-15_SC52,LC-MBT-15_SC54,LC-MBT-15_SC55,LC-MBT-15_SC56,LC-MBT-15_SC57,LC-MBT-15_SC58,LC-MBT-15_SC59,LC-MBT-15_SC60,LC-MBT-15_SC62,LC-MBT-15_SC63,LC-MBT-15_SC64,LC-MBT-15_SC65,LC-MBT-15_SC67,LC-MBT-15_SC71,LC-MBT-15_SC72,LC-MBT-15_SC73,LC-MBT-15_SC74,LC-MBT-15_SC75,LC-MBT-15_SC76,LC-MBT-15_SC78,LC-MBT-15_SC79,LC-MBT-15_SC80,LC-MBT-15_SC84,LC-MBT-15_SC85,LC-MBT-15_SC87,LC-MBT-15_SC89,LC-MBT-15_SC92,LC-MBT-15_SC94,LC-MBT-15_SC95,LC-MBT-15_SC96,type=2,type=3,fold-change(PT-MBT),abs_avg_PT,abs_avg_MBT,,,,
ENSG00000168275.10,COA6,protein_coding,96.88,189.25,20.84,69.91,44.14,68.11,20.83,10.43,179.2,26.02,121.72,21.78,49.58,106.87,54.91,55.99,74.51,1.43,124.61,95.77,0,69.74,15.49,81.73,103.84,0,216.08,78.21,38.93,51.92,10.61,0,66.7,33.03,38.18,0,19.59,38.39,156.59,16.68,0,73.47,66.69,0,17.66,54.04,91.85,88.25,141.25,94.17,80.98,63.7,17.38,86.44,131.9,54.91,1.75,25.71,60.94,92.22,39.18,0,25.99,0,37.2,53.01,107.17,36.83,136.92,2.11,74.02,4.3,88.21,73.19,112.01,38.29,36.02,193.08,146.72,107.62,202.72,93.57,34.42,38.67,178.55,208.75,150.57,96.06,139.66,110.41,143.7,150.19,234.46,314.25,197.54,138.03,218.14,141.97,147.37,73.16,190.29,287.09,263.11,128.09,168.47,266.4,184.67,123.11,206.24,114.66,111.41,191.49,182.36,47.57,133.01,223.62,168.02,185.63,99.24,189.55,162.99,144.18,62.46,177.64,279.48,148.23,4.23E-18,3.41E-15,-101.7645083,59.43181818,161.1963265,1,1,2,1
ENSG00000146733.9,PSPH,protein_coding,97.07,4.37,10.26,25.12,30.28,43.4,25.54,35.94,84.03,21.27,30.58,4.79,28.75,29.65,119.17,42.84,50.06,156.88,38.95,66.12,65.59,7.35,0,91.73,2.49,0.18,54.49,103.7,44.12,0,33.15,6.93,38.01,13.26,21.95,7.07,3.08,9.99,100.13,90.9,93.76,73.87,35.5,46.84,16.66,32.75,2.96,118.93,16.21,83.03,49.99,9.26,63.64,5.39,19.79,19.03,0.59,4.75,77.94,8.3,30.72,0,45.02,2.08,74.15,4.65,28.11,3.58,59.3,54.58,123.43,0.69,0.34,63.66,47.81,39.84,104.6,81.18,152.14,118.85,6.9,115.26,66.49,54.58,211.99,29.8,146.43,110.73,37.11,170.73,100.2,56.46,71.7,24.15,202.35,38.66,26.72,2.32,32.85,91.64,97.77,70.87,53.48,4.81,156.13,4.14,42.37,92.38,93.38,79.86,15.93,151.04,47.77,53.23,25.93,18.16,1.15,58.74,95.64,53.34,89.41,131.63,79.19,69.76,6.04,183.34,2.60E-05,0.000140182,-35.74294991,40.27194805,76.01489796,1,1,2,1
ENSG00000135090.9,TAOK3,protein_coding,20.82,313.85,35.46,25.43,79.6,116,57.68,180.09,30.08,77.46,147.3,64.02,121.34,29.22,47.12,4.64,8.29,16.07,3.85,8.37,11,4.38,4.25,45.41,36.19,24.48,281.82,5.73,103.85,53.34,53.21,21.64,84.47,54.68,37.05,32.35,11.53,16.64,3.41,31.25,68.31,15.86,42.63,38.49,37.02,15.55,11.19,45.11,0.25,31.8,0,132.37,32.34,218.99,34.36,9.13,232.4,73.14,12.39,0,105.96,1.83,14.42,31.74,198.68,105.11,26.99,154.9,89.41,4.9,23.59,0,87.21,100.14,40.15,50.41,195.97,29.79,64.88,62.42,5.86,51.58,51.57,44.21,39.4,8.38,7.35,1.8,63.84,32.19,0,16.05,79.62,61.95,54.89,85.48,77.39,6.97,23.75,25.72,29.25,40.96,10.66,153.85,14.22,8.55,29.29,6.05,72.05,99.42,1.52,102.08,23.62,8.46,0.19,79.55,11.95,180.74,12.01,15.37,8.62,0,1.76,13.31,37.55,0,0.04387419,0.024903045,21.67987013,59.55987013,37.88,1,1,2,1
ENSG00000183527.7,PSMG1,protein_coding,23.61,0,47.38,28.79,1.61,3.19,0,0,0,0,0,0.33,0,2.92,6.67,89.81,9.69,0,0,0,0,0,0,43.94,0,0,0,0,0,0,0,0,1.55,40.95,208.4,0,0,23.68,172.96,2.52,0,27.82,0,0.67,153.92,17.34,32.12,0,8.36,0.61,8.36,21.41,64.66,0,0,156.58,0,49.5,5.2,12.85,30.73,0,50.37,1.65,1.85,47.11,9.58,172.95,0,5.26,229.28,47.84,0,55.64,96.65,30.33,23.84,34.04,129.63,101.33,163.5,61.46,118.39,66.77,156.52,174.85,2.61,140.3,67.58,16.23,23.97,19.64,125,256.15,65.4,23.44,108.78,52.32,43.24,37.36,70.18,3.25,55.31,57.32,27.56,0,54.27,88.5,20.05,91.13,248.18,70.43,139.38,185.13,44.64,29.91,10.74,0,68.99,4.32,50.2,18.86,30.2,51.25,32.01,56.74,2.24E-05,5.88E-05,-44.47922078,26.88935065,71.36857143,1,1,2,1
ENSG00000107020.5,PLGRKT,protein_coding,53.16,11.58,20.02,0,34.56,76.6,104.8,9.25,47.49,36.83,56.49,0,192.38,33.52,8.88,0,50.58,49.91,5.73,29.61,63.59,91.89,1.01,52.15,33.62,10.21,75.85,0,119.92,17.72,66.99,33.57,62.75,56.6,55.13,16.24,49.91,24.35,70.26,30.41,2.65,88.35,81.39,76.56,0,15.86,1.87,3.6,0,4.72,0,94.24,10.36,0,63.88,6.29,0,34.38,41.5,39.23,44.82,56.62,58.5,0,0,38.57,32.03,15.09,26.07,54.53,23.54,68.19,0,62.38,33.56,64.24,35.87,50.4,73.26,20.98,6.72,15.42,11.73,6.49,30.34,3.73,23.51,3.18,0,11.08,5.76,1.73,22.6,46.73,0,53.39,0,35.48,0,31.7,14.4,37.32,22.25,15.71,43.98,64.16,42.19,54.07,12.23,15.42,24.9,81.71,19.21,0,1.13,0,10.87,68.83,12.29,32.93,3.24,0,60.25,19.41,0,35.48,0.009498696,0.004538786,14.69172542,38.08376623,23.39204082,1,1,2,1
ENSG00000125730.12,C3,protein_coding,0,0.19,0,0,0,165.51,0,0,17.05,23.69,15.33,0,0,0,0,0,0,256.95,0,0,0,1.77,0,0,0,102.7,0,0,0,82.18,0,0,0,50.56,0,0,2.86,0,0,277.88,0,34.23,0,0,0,4.54,0,0,0,0,0,0,0,0,43.7,0,175.28,305.41,0,0,0,0,0,0,0,9,12.85,197.15,0,0,0,0,34.63,0,0,0,0,0,259.17,120.23,1.42,176.17,0,0,0,30.31,68.64,141.39,6.45,19.98,2.54,141.04,4.83,1.19,229.65,28.95,260.12,163.71,286.92,79.88,85.61,6.96,4.9,92.33,70.89,0,0,0,45.87,143.58,31,0,47.41,0,89.28,25.8,0.78,0,0,66.72,0,178.34,0.18,28.04,107.4,0,0.003513586,0.005706475,-38.64612245,23.55142857,62.19755102,1,1,2,1
ENSG00000169919.12,GUSB,protein_coding,30.1,0,21.63,0,2.98,1.49,0,0,0,0,0.72,0,0,2.02,0,9.62,35.63,0.13,18.15,0,0,42.9,8.26,0.19,55.36,12.64,0,0.57,5.86,0,0,21.39,7.24,0,0,7.8,29.92,0,10.86,25.87,2.85,18.17,4.29,10.16,46.59,12.01,33.54,3.82,0,0.24,4.25,52.54,12.57,0.48,17.39,19.9,0,2.31,30.41,0,0.96,90.13,0,14.13,23.91,10.68,2.18,0,0.81,0,31.99,0,4.52,0,58.03,45.88,0.41,0.5,26.37,0.32,52.61,27.85,23.24,14.33,9.94,6.35,37.31,0,0.95,18.27,100.69,7.14,2.8,93.98,62.37,1.72,0.62,17.28,7.21,12.79,14.24,3.83,3.07,25.65,3.75,93.23,107.75,21.77,17.88,0,0,0,27.49,68.44,5.69,0.68,18.85,41.94,26.48,3.77,5.63,146.24,28.64,58.96,151.69,23.51,0.000725594,0.003890695,-17.28508349,11.77246753,29.05755102,1,1,2,1
ENSG00000144642.16,RBMS3,protein_coding,0,30.8,63.45,44.52,12.25,2.31,6,0,94.92,0.31,5.85,2.71,59.09,7.66,5.2,59.29,40.6,245.83,143.8,0,8.44,11.29,0,136.14,101.55,0,60.44,82.92,99.13,1.54,26.66,0.14,71.07,1.64,0.8,22.3,33.52,76.7,40.23,39.6,71.08,67.82,0.95,70.07,87.11,0,8.56,0,0,113.21,82.08,22.28,6.93,469.2,3.2,10.78,43.79,88.9,0.47,130.33,121.62,10.72,4.15,0,58.01,31.46,18.77,0.3,0.06,102.22,25.33,79.26,106.88,5.79,0.57,143.39,7.31,19.43,123.33,83.67,320.91,271.82,450.83,347.01,44.87,226.58,37.22,93.61,170.39,271.09,115.83,252.73,255.75,151.01,247.39,238.35,158.98,386.81,371.44,313.93,164.11,78.5,424.56,309.47,53.93,402.39,30.21,153.93,227.32,60.77,206.61,397.8,171.4,343.67,673.53,49.77,250.49,268.55,189.31,169.07,203.49,88.6,125.65,50.98,576.05,220.49,1.55E-15,5.17E-11,-174.1388312,47.15974026,221.2985714,1,1,2,1
ENSG00000138081.15,FBXO11,protein_coding,22.41,161.99,23.8,0,27.63,26.03,99.92,55.22,8.32,53.26,23.51,0.13,23.18,72.17,0.7,0,0,13.54,16.55,39.55,3.33,38.7,1.04,6.14,46.41,18.88,18.63,51.68,23.7,0.64,214.98,77.64,19.73,33.43,106.11,4.97,10.3,36.72,0.21,54.56,61.45,105.91,21.66,28.8,46.62,70.08,63.16,0,1.15,42.41,1.18,30.65,31.65,5.11,5.44,1.3,0,15.57,8.01,95.77,3.83,0,76.74,156.31,39.76,11.97,89.04,0,9.89,4.2,64.37,14.9,0,3.01,30.2,105.5,68.31,0,1.08,0.28,36.39,17.53,0.26,27.73,0.22,0.25,16.24,12.01,14.85,6.85,0.11,6.35,18.68,29.68,38.41,0.59,0,0,5.18,31.91,2.05,7.8,10.34,0,17.27,46.57,0,10.97,29.83,0,4.15,1.48,59.16,15.12,38.83,0,0,0,14.31,0,27.53,0.26,6.35,3.88,97.37,7.14,0.000714325,0.000101831,22.13823748,35.70987013,13.57163265,1,1,2,1
ENSG00000170234.8,PWWP2A,protein_coding,0,12.21,2.24,0,0,0.85,19.63,0.97,2.17,9.22,0,21.23,3.64,10.89,5.08,16.39,0,1.21,0,0,24.21,1.42,4.5,6.76,0,0.22,0.48,0.09,0.27,0.82,55.48,8.74,22.18,33.53,0,13.69,0.99,16.44,82.66,24.16,2.5,10.31,22.27,2.21,48.76,21.94,7.75,8.56,21.15,11.5,0.26,63.07,17.23,1.64,31.89,26.49,0.44,27.65,48.19,9.64,16.68,1.48,1.91,0,3.08,87.61,9.7,0,39.68,14.09,40.11,17.44,12.57,51.71,15.31,1.27,27.29,6.25,5.72,81.65,52.63,45.69,1.71,62.36,45.82,40.56,6.06,10.66,37.1,41.9,54.88,85.07,22.09,44.55,18.3,53.71,48.45,66.22,36.39,98.43,94.14,69.58,51.93,5.71,51.73,0.24,0.41,58.13,66.74,20.79,39.88,31.39,21.12,8.79,63.2,15.88,2.62,3.32,23.05,32.31,72.63,17.62,17.7,14.42,74.64,5.72,1.99E-07,2.44E-06,-22.72456401,14.62012987,37.34469388,1,1,2,1
ENSG00000141141.10,DDX52,protein_coding,33.23,66.69,73.58,30.93,9.83,22.31,22.87,9.96,22.78,8.12,0.55,76.1,4.79,0.68,18.21,56.91,28.93,61.26,16.32,11.07,12.75,29.46,52.36,37.4,19.5,65.38,116.97,18.37,37.19,11.18,4.3,8.15,38.51,50.82,30.73,22.59,109.03,87.03,61.09,25.14,9.68,25.13,61.56,62.76,36.53,56.59,40.23,93.51,12.51,66.47,205.7,42.19,51.42,123.96,62.4,70.85,64.76,40.55,21.12,58.37,56.26,3.47,31.2,57.49,63.72,86.06,14.72,93.01,69.1,67.2,92.65,28.82,24.93,13.41,12.4,3.58,85.43,12.4,24.18,18.35,42.89,14.2,12.64,20.82,7.77,28.96,23.21,21.57,17.54,22.46,2.21,7.28,67.02,28.84,41.43,12.54,27.82,97.74,26.2,34.93,56.7,14.4,52.87,14.3,27.43,5.15,15.34,25.13,30.08,90.62,22.39,30.28,43.06,31.85,94.69,40.71,7.3,60.09,4.82,22.28,28.47,6.73,19.71,44.74,18.24,2.03,0.007276803,0.003299349,15.42330241,44.45207792,29.02877551,1,1,2,1
ENSG00000134802.13,SLC43A3,protein_coding,2.46,9.53,100.38,203.2,58.97,0.85,61.81,19.99,10.94,49.94,0.53,20.2,61.13,52.18,91.55,105.67,170.21,103.65,0.67,0.24,9.34,57.87,29.68,28.58,18.48,126.66,37.19,98.5,55.68,0,8.56,17.23,51.74,9.88,35.98,86.16,46.89,16.39,76.03,10.12,15.96,92.24,129.98,168.23,199.76,83.94,116.19,326.81,59.55,537.08,2.71,53.94,165.14,5.25,23.93,63.91,523.32,138.22,247.61,0.38,52.17,19.88,132.06,0.67,220.71,526.78,22.66,49.02,0,462.75,85.73,292.89,94.69,79.16,83.74,73.71,58.99,0,0,0,26.7,0.41,0.19,0.56,0,38.75,0,0,3.43,0,0,0,33.06,3.32,4.93,34.53,0,0,36.44,30.1,99.29,0,16.7,0,63.3,0.15,38.7,0,0,0,0.17,67.85,0,11.84,0,56.68,9.24,0,0,0,0.18,0.42,0,0,0,0,8.54E-06,1.45E-07,81.14545455,92.91974026,11.77428571,1,1,2,1
ENSG00000106603.13,COA1,protein_coding,144.81,425.71,118.05,112.76,231.18,183.62,126.93,94.88,238.48,152.19,45.19,263.63,329.06,355.26,622.19,294.8,259.01,100.49,500.71,288.44,329.2,211.41,8.68,417.02,69.11,153.62,211.89,71.36,223.79,136.78,0,447.35,325.69,254.13,404.66,199.46,412.59,160.4,483.6,103.27,135.2,65.01,436.89,501.56,276.18,530.19,350.26,572.11,149.87,182.67,0.42,107.44,339.9,61.28,112.65,196.65,9.39,243.06,326.24,111.28,103.98,67.22,297.23,55.43,373.74,425.01,358.74,287.99,329.58,371.79,359.16,164.81,83.37,184.84,304.84,166.08,436.64,484.26,462.52,289.13,533.1,300.45,532.01,283.88,379.55,244.34,487.19,484.85,696.07,589.09,387.67,214.9,554.5,470.71,633.96,475.02,176.76,213.45,605.51,187.18,397.44,435.18,512.48,619.24,406.13,277.55,411.49,411.83,375.21,243.34,341.48,329.08,515.89,357.77,203.25,465.86,338.58,303.11,461.56,291.37,528.61,422.16,267.28,532.21,441.3,353.98,3.10E-09,1.36E-09,-165.2942115,241.4298701,406.7240816,1,1,2,1
ENSG00000057252.8,SOAT1,protein_coding,3.04,0,13.56,7.96,113.99,23.5,15.34,0,6.85,0.92,0,17.33,2.85,93.56,36.59,138.83,67,4.79,0.1,1.77,4.81,10.39,1.3,12.82,49.29,0,0.11,1.44,2.91,1.22,18.34,0.31,2.88,0.71,0.18,23.76,0.75,96.24,0,9.85,0.84,2.19,8.37,25.37,0.59,1.91,28.79,1.3,0.14,11.3,0,5.78,4.82,0,4.64,0,0.83,103.91,33.03,10.3,57.25,34.36,88.45,0,25.61,37.37,73.22,23.28,32.08,11.13,2.57,48.97,32.45,5.57,104.49,0,18.44,1.15,29.32,9.96,32.02,14.53,16.44,4,81.6,94.71,13.76,31.37,21.09,25.97,6.92,86.9,10.61,43.81,30.69,56.86,26.47,120.29,43.66,34.71,35.84,78.47,93.04,16.08,26.07,118.96,100.18,35.4,11.11,14.35,1.47,5.72,75.74,54.43,19.68,15,3.73,12.47,10.91,6.86,25.05,21.59,79.73,45.15,51.69,2.58,0.008947578,0.009600859,-15.59751391,21.09922078,36.69673469,1,1,2,1
ENSG00000204790.8,CBWD6,protein_coding,26.2,180.98,58.77,47.25,13.65,52.34,70.97,22.12,59.45,78.01,5.35,32.37,18.16,70.1,76.47,44.49,5.09,47.49,50.66,74.37,95.82,208.93,62.76,175.42,64.81,57.39,42.54,13.86,74.53,2.76,29.33,98.15,133.99,36.73,22.59,40.94,53.02,126.66,60.18,179.71,37.92,107.83,90.94,91.77,168.27,110.36,59.67,94.72,154.98,36.85,868.72,84.2,57.61,97.58,53.15,35.22,418.9,12.31,28.87,80.8,34.37,4.76,66.69,90.03,196.79,2.93,116.13,16.27,121.06,99.56,8.22,69.07,120.06,155.87,77.09,140.07,96.61,272.72,127.57,235.44,146.68,125.01,68.93,182.2,211.09,159.27,163.9,166.97,126.99,137.99,116.1,239.19,162.82,165.05,202.62,180.47,62.23,193.44,153.67,78.6,240.94,122.24,191.36,115.56,95.8,143.94,84.69,202.47,187.99,93.93,123.08,147.13,188.11,314.63,184.52,209.06,189.26,217.83,85.74,184.35,132.82,242.04,129.91,210.42,183.48,102.79,1.63E-05,1.09E-06,-76.04604824,87.2812987,163.3273469,1,1,2,1
ENSG00000198899.2,MT-ATP6,protein_coding,22794.12,9976.21,9138.65,20935.88,17712.34,13946.91,9206.29,42387.13,7229.91,31430.93,21938.72,22854.57,31474.41,24794.35,24853.42,18435.06,20094.22,9232.7,13905.41,19650.95,21733.68,8910.42,26309.14,6867.26,9619.7,12410.74,10972.34,38619.57,19279.63,49585.11,16041.06,30119.91,24532.39,32116.56,18599.36,16160.67,12034.7,11926.44,15355.01,15854.36,9747.05,17423.66,18097.56,14969.09,19347.57,10987.34,8661.11,12049.82,9137.83,9991.09,62048.71,9603.34,14252.56,91764.91,11884.23,13197.53,37669.13,15787.01,19412.75,15977.48,9267.79,3908.04,11069.67,48309.58,21201.74,12003.02,22675.38,23627.13,14880.72,15131.98,12247.94,17006.08,8669.27,16686.67,16307.86,13930.56,7776.67,11427.22,10652.23,7905.15,12674.47,11757.24,12336.33,10251.26,9900.28,16727.48,9959.35,8271.39,9427.65,16336.73,9990.1,11693.99,9684.83,8300.27,9652.29,10731.96,13501.61,9348.78,10656.84,12564.78,8146.55,5949.13,9967.65,9404.13,8517.01,15833.72,9812.69,12785.25,9698.68,15954.77,12048.42,9158.81,10381.27,20085.99,8996.33,11734.41,10708.43,9004.17,12480.36,11539.85,13270.84,8925.79,13212.3,11597.1,16700.44,13569.12,7.09E-05,2.30E-06,8004.93666,19295.45584,11290.51918,1,1,2,1
ENSG00000122557.5,HERPUD2,protein_coding,70.58,59.61,12.36,63.19,32.88,41.07,53.83,5.29,53.95,0.49,36.92,40.82,75.11,24.54,11.58,22.73,11.19,25.78,6.48,9.77,27.96,41.25,3.51,47.92,15.29,6.38,21.2,10.93,12.69,1.14,2.91,10.88,8.78,12.57,14.37,6.64,4.98,8.75,11.34,41.84,16.84,44.73,19.61,4.66,13.95,12.3,12.51,11.19,4.62,10.8,0,15.72,6.92,0,6.18,2.9,0,8.93,4.32,41.77,12.82,7.55,0,0,0,0.18,16.89,8.53,10.65,18.73,8.13,17.02,8.76,9.16,6.72,30.71,32.87,29.8,25.15,48.01,9.93,59.58,8.17,7.31,14.88,31.84,6.7,8.64,2.19,12.7,35.53,14,39.14,3.88,34.26,32.26,0.09,16.47,90.5,55.24,6.12,0.37,19.29,20.13,39.78,0.25,3.52,30.56,49.06,28.71,54.75,114.66,2.53,76.93,0.55,64.42,70.5,83.84,19.85,12.06,17.96,73.68,15.21,47.98,0,10.3,0.005602865,0.012097523,-11.44506494,18.13207792,29.57714286,1,1,2,1
ENSG00000251003.3,RP11-152P17.2,processed_transcript,48.88,317.85,186.35,73.35,28.2,279.49,130.83,81.8,0.44,99.17,29.13,426.27,252.87,109.34,371.96,279.43,393.12,338.79,188.61,326.65,117.59,485.73,12.8,217.73,111.55,136.78,207.79,196.55,349.24,390.35,53.91,452.58,228.21,263.27,225.13,89.33,91.79,211.78,112.44,445.28,166.98,94.89,137.9,85.65,220.08,318.36,68.36,89.26,984.33,252.75,6.9,120.93,285.94,21.23,59.96,119.01,535.96,49.66,215.7,67.23,89.97,0,199.32,223.97,79.28,75.56,520.99,264.55,267.51,39.54,1.61,317.09,142.08,167.73,61.78,254.13,238.21,37.9,117.74,40.55,0,176.75,53.97,10.78,225.53,17.28,60.88,65.8,147.93,187.4,233.28,108.78,46.86,66.38,177.75,212.82,35.42,23.01,24.23,459.08,37.54,35.45,45.89,112.22,59.21,78.76,97.19,62.18,55.37,162.62,94.87,57.16,8.5,123.66,5.24,94.03,57.27,47.01,142.83,22.49,76.2,1.88,242.79,9.68,0,85.19,2.97E-05,2.74E-06,108.8097774,197.4903896,88.68061224,1,1,2,1
ENSG00000065809.9,FAM107B,protein_coding,304.53,411.78,40.97,25.57,265.03,133.39,134.27,39.81,215.69,223.29,102.04,285.75,237.01,111.11,74.66,99.1,47.75,23.87,252.53,35.06,304.97,125.33,91.28,157.84,18.46,42.8,458.61,50.63,14.05,190.16,145.73,43.31,32.56,98.72,64.95,40.06,95.42,37.04,95.6,420.18,33.13,94.41,82.97,15.12,101.54,136.05,14.27,177.93,98.38,129.51,55.24,24.59,49.16,37.4,126.12,66.54,11.76,133.02,143.52,0.29,92.84,0.43,137.72,148.11,94.31,52.79,74.45,83.41,25.38,150.44,216.89,78.83,80.59,24.76,14.25,158.83,29.61,5.32,25.51,65.36,71.5,121.78,2.05,85.5,122.17,61.39,17.13,16.12,89.84,119.2,158.63,74.39,53.32,20.33,45.47,20.23,0.24,0.11,17.35,68.73,19.9,38.31,30.4,110.01,15.05,95.22,207.62,88.08,64.77,0,22.21,73.25,65.62,9.56,81.06,1.35,3.22,6.21,65.35,69.49,70.4,47.78,86.52,74.21,0,12.38,0.000181358,1.89E-05,58.03795918,111.5,53.46204082,1,1,2,1
ENSG00000134146.7,DPH6,protein_coding,0,35,25.07,0,19.32,41.28,0,0,7.34,0,0,0,73.78,94.41,69.33,0,0,131.51,1.99,0,0,181.11,0,27.04,3.2,0,0,96.91,0,1.83,84.81,88.25,12.96,0.66,1.29,45.8,0,27.96,102.18,4.97,280.73,79.72,9.54,0,68.69,0,90.36,10.16,6.72,0,0,0,0,0,0,0,144.09,1.5,5.62,0,8.52,0,0.09,0,25.99,77.85,0,0,0,1.74,132.85,0,29.16,0,1.24,0,50.38,170.82,71.8,6.58,30.36,68.52,3.83,69.11,0,4.58,0.99,22.85,0,20.4,0.3,99.17,14.23,92.82,0,0,14.32,110.24,0,29.65,91.31,77.48,11.67,79.8,158.68,192.02,144.64,7.46,41.21,13.12,15.24,250.46,26.73,48.84,6.83,106.35,149.05,115.53,34.09,66.59,4.99,129.66,131.24,85.05,0,75.87,0.002923317,0.004491829,-30.46128015,28.60974026,59.07102041,1,1,2,1
ENSG00000109920.8,FNBP4,protein_coding,16.35,39.06,20.8,15.51,26.22,9.14,16.66,121.93,52.89,45.32,40.65,74.38,13.33,40.07,43.6,21.58,40.84,44.16,13.46,29.64,64.07,8.59,172.47,27.86,57.08,22.78,6.32,44.12,25.45,130.15,30.43,73.1,69.52,78.45,48.79,28.24,25.47,29.64,52.2,63.27,44.75,89.36,19.51,99.31,39.12,2.61,42.41,67.46,27.41,11.73,53.95,43.4,64.59,211.01,31.39,5.6,25.24,21.25,63.15,31.37,1.21,0,65.8,88,60.49,25.27,59.97,73.76,22.49,68.32,12.5,88.38,66.25,82.36,45,27.41,26.35,40.8,4.37,33.17,131.6,28.01,13.08,21.12,15.26,21.37,38.3,5.07,12.45,16.98,22.97,53.79,58.07,47.65,34.28,54.73,30.63,74.5,6.35,19.23,26.84,30.59,52.85,18.04,25.83,88.4,53.18,35.15,20.36,65.1,24.41,31.35,25.56,27.71,25.27,33.92,20.77,5.84,15.29,30.67,14.24,15.08,45.64,19.27,3.08,14.71,0.012015117,0.005983858,14.95391466,46.64636364,31.69244898,1,1,2,1
ENSG00000091039.12,OSBPL8,protein_coding,23.49,91.01,57.46,28.31,29.09,6.39,51.73,118.44,37.95,36.61,7.08,70.68,43.4,58.46,16.74,6.81,17.03,22.94,29.84,23.56,12.69,99.16,0.79,35.73,32.55,166.29,2.41,0.17,32.28,5.88,16.51,7.43,25.13,14.79,22.69,48.97,93.58,34.19,40.43,47.33,15.68,87.31,52.37,20.64,78.68,81.92,76.32,13.6,82.54,64.97,80.23,88.8,34.09,131.31,136.34,47.24,23.54,28.24,24.64,152.8,11.73,1.31,37.45,64.85,55.67,37.45,81.23,50.92,42.42,57.44,6.99,66.67,167,14.59,8.83,45.76,62.03,9.26,15.12,12.54,16.58,6.09,21.6,4.44,42.23,18.68,2.98,5.75,30.11,5.4,43.84,18.96,13.57,39.57,10.39,10.28,75.36,0.05,22.82,36.22,3.41,14.02,25.36,2.42,35.69,11.1,17.12,19.94,14.44,14.48,41.85,39.27,23.71,6.33,18.03,1.33,9.97,29.25,1.12,6.24,24.43,6.68,12.6,3.8,3.99,0.08,9.40E-07,1.72E-08,30.08133581,47.39766234,17.31632653,1,1,2,1
